% MNIST - USPS dataset The database consists of 16x16 images of hand-written
% digits.

@RELATION usps

%  256 (= 16x16 pixels)
@ATTRIBUTE (0;0)  NUMERIC
@ATTRIBUTE (0;1)  NUMERIC
@ATTRIBUTE (0;2)  NUMERIC
@ATTRIBUTE (0;3)  NUMERIC
@ATTRIBUTE (0;4)  NUMERIC
@ATTRIBUTE (0;5)  NUMERIC
@ATTRIBUTE (0;6)  NUMERIC
@ATTRIBUTE (0;7)  NUMERIC
@ATTRIBUTE (0;8)  NUMERIC
@ATTRIBUTE (0;9)  NUMERIC
@ATTRIBUTE (0;10)  NUMERIC
@ATTRIBUTE (0;11)  NUMERIC
@ATTRIBUTE (0;12)  NUMERIC
@ATTRIBUTE (0;13)  NUMERIC
@ATTRIBUTE (0;14)  NUMERIC
@ATTRIBUTE (0;15)  NUMERIC
@ATTRIBUTE (1;0)  NUMERIC
@ATTRIBUTE (1;1)  NUMERIC
@ATTRIBUTE (1;2)  NUMERIC
@ATTRIBUTE (1;3)  NUMERIC
@ATTRIBUTE (1;4)  NUMERIC
@ATTRIBUTE (1;5)  NUMERIC
@ATTRIBUTE (1;6)  NUMERIC
@ATTRIBUTE (1;7)  NUMERIC
@ATTRIBUTE (1;8)  NUMERIC
@ATTRIBUTE (1;9)  NUMERIC
@ATTRIBUTE (1;10)  NUMERIC
@ATTRIBUTE (1;11)  NUMERIC
@ATTRIBUTE (1;12)  NUMERIC
@ATTRIBUTE (1;13)  NUMERIC
@ATTRIBUTE (1;14)  NUMERIC
@ATTRIBUTE (1;15)  NUMERIC
@ATTRIBUTE (2;0)  NUMERIC
@ATTRIBUTE (2;1)  NUMERIC
@ATTRIBUTE (2;2)  NUMERIC
@ATTRIBUTE (2;3)  NUMERIC
@ATTRIBUTE (2;4)  NUMERIC
@ATTRIBUTE (2;5)  NUMERIC
@ATTRIBUTE (2;6)  NUMERIC
@ATTRIBUTE (2;7)  NUMERIC
@ATTRIBUTE (2;8)  NUMERIC
@ATTRIBUTE (2;9)  NUMERIC
@ATTRIBUTE (2;10)  NUMERIC
@ATTRIBUTE (2;11)  NUMERIC
@ATTRIBUTE (2;12)  NUMERIC
@ATTRIBUTE (2;13)  NUMERIC
@ATTRIBUTE (2;14)  NUMERIC
@ATTRIBUTE (2;15)  NUMERIC
@ATTRIBUTE (3;0)  NUMERIC
@ATTRIBUTE (3;1)  NUMERIC
@ATTRIBUTE (3;2)  NUMERIC
@ATTRIBUTE (3;3)  NUMERIC
@ATTRIBUTE (3;4)  NUMERIC
@ATTRIBUTE (3;5)  NUMERIC
@ATTRIBUTE (3;6)  NUMERIC
@ATTRIBUTE (3;7)  NUMERIC
@ATTRIBUTE (3;8)  NUMERIC
@ATTRIBUTE (3;9)  NUMERIC
@ATTRIBUTE (3;10)  NUMERIC
@ATTRIBUTE (3;11)  NUMERIC
@ATTRIBUTE (3;12)  NUMERIC
@ATTRIBUTE (3;13)  NUMERIC
@ATTRIBUTE (3;14)  NUMERIC
@ATTRIBUTE (3;15)  NUMERIC
@ATTRIBUTE (4;0)  NUMERIC
@ATTRIBUTE (4;1)  NUMERIC
@ATTRIBUTE (4;2)  NUMERIC
@ATTRIBUTE (4;3)  NUMERIC
@ATTRIBUTE (4;4)  NUMERIC
@ATTRIBUTE (4;5)  NUMERIC
@ATTRIBUTE (4;6)  NUMERIC
@ATTRIBUTE (4;7)  NUMERIC
@ATTRIBUTE (4;8)  NUMERIC
@ATTRIBUTE (4;9)  NUMERIC
@ATTRIBUTE (4;10)  NUMERIC
@ATTRIBUTE (4;11)  NUMERIC
@ATTRIBUTE (4;12)  NUMERIC
@ATTRIBUTE (4;13)  NUMERIC
@ATTRIBUTE (4;14)  NUMERIC
@ATTRIBUTE (4;15)  NUMERIC
@ATTRIBUTE (5;0)  NUMERIC
@ATTRIBUTE (5;1)  NUMERIC
@ATTRIBUTE (5;2)  NUMERIC
@ATTRIBUTE (5;3)  NUMERIC
@ATTRIBUTE (5;4)  NUMERIC
@ATTRIBUTE (5;5)  NUMERIC
@ATTRIBUTE (5;6)  NUMERIC
@ATTRIBUTE (5;7)  NUMERIC
@ATTRIBUTE (5;8)  NUMERIC
@ATTRIBUTE (5;9)  NUMERIC
@ATTRIBUTE (5;10)  NUMERIC
@ATTRIBUTE (5;11)  NUMERIC
@ATTRIBUTE (5;12)  NUMERIC
@ATTRIBUTE (5;13)  NUMERIC
@ATTRIBUTE (5;14)  NUMERIC
@ATTRIBUTE (5;15)  NUMERIC
@ATTRIBUTE (6;0)  NUMERIC
@ATTRIBUTE (6;1)  NUMERIC
@ATTRIBUTE (6;2)  NUMERIC
@ATTRIBUTE (6;3)  NUMERIC
@ATTRIBUTE (6;4)  NUMERIC
@ATTRIBUTE (6;5)  NUMERIC
@ATTRIBUTE (6;6)  NUMERIC
@ATTRIBUTE (6;7)  NUMERIC
@ATTRIBUTE (6;8)  NUMERIC
@ATTRIBUTE (6;9)  NUMERIC
@ATTRIBUTE (6;10)  NUMERIC
@ATTRIBUTE (6;11)  NUMERIC
@ATTRIBUTE (6;12)  NUMERIC
@ATTRIBUTE (6;13)  NUMERIC
@ATTRIBUTE (6;14)  NUMERIC
@ATTRIBUTE (6;15)  NUMERIC
@ATTRIBUTE (7;0)  NUMERIC
@ATTRIBUTE (7;1)  NUMERIC
@ATTRIBUTE (7;2)  NUMERIC
@ATTRIBUTE (7;3)  NUMERIC
@ATTRIBUTE (7;4)  NUMERIC
@ATTRIBUTE (7;5)  NUMERIC
@ATTRIBUTE (7;6)  NUMERIC
@ATTRIBUTE (7;7)  NUMERIC
@ATTRIBUTE (7;8)  NUMERIC
@ATTRIBUTE (7;9)  NUMERIC
@ATTRIBUTE (7;10)  NUMERIC
@ATTRIBUTE (7;11)  NUMERIC
@ATTRIBUTE (7;12)  NUMERIC
@ATTRIBUTE (7;13)  NUMERIC
@ATTRIBUTE (7;14)  NUMERIC
@ATTRIBUTE (7;15)  NUMERIC
@ATTRIBUTE (8;0)  NUMERIC
@ATTRIBUTE (8;1)  NUMERIC
@ATTRIBUTE (8;2)  NUMERIC
@ATTRIBUTE (8;3)  NUMERIC
@ATTRIBUTE (8;4)  NUMERIC
@ATTRIBUTE (8;5)  NUMERIC
@ATTRIBUTE (8;6)  NUMERIC
@ATTRIBUTE (8;7)  NUMERIC
@ATTRIBUTE (8;8)  NUMERIC
@ATTRIBUTE (8;9)  NUMERIC
@ATTRIBUTE (8;10)  NUMERIC
@ATTRIBUTE (8;11)  NUMERIC
@ATTRIBUTE (8;12)  NUMERIC
@ATTRIBUTE (8;13)  NUMERIC
@ATTRIBUTE (8;14)  NUMERIC
@ATTRIBUTE (8;15)  NUMERIC
@ATTRIBUTE (9;0)  NUMERIC
@ATTRIBUTE (9;1)  NUMERIC
@ATTRIBUTE (9;2)  NUMERIC
@ATTRIBUTE (9;3)  NUMERIC
@ATTRIBUTE (9;4)  NUMERIC
@ATTRIBUTE (9;5)  NUMERIC
@ATTRIBUTE (9;6)  NUMERIC
@ATTRIBUTE (9;7)  NUMERIC
@ATTRIBUTE (9;8)  NUMERIC
@ATTRIBUTE (9;9)  NUMERIC
@ATTRIBUTE (9;10)  NUMERIC
@ATTRIBUTE (9;11)  NUMERIC
@ATTRIBUTE (9;12)  NUMERIC
@ATTRIBUTE (9;13)  NUMERIC
@ATTRIBUTE (9;14)  NUMERIC
@ATTRIBUTE (9;15)  NUMERIC
@ATTRIBUTE (10;0)  NUMERIC
@ATTRIBUTE (10;1)  NUMERIC
@ATTRIBUTE (10;2)  NUMERIC
@ATTRIBUTE (10;3)  NUMERIC
@ATTRIBUTE (10;4)  NUMERIC
@ATTRIBUTE (10;5)  NUMERIC
@ATTRIBUTE (10;6)  NUMERIC
@ATTRIBUTE (10;7)  NUMERIC
@ATTRIBUTE (10;8)  NUMERIC
@ATTRIBUTE (10;9)  NUMERIC
@ATTRIBUTE (10;10)  NUMERIC
@ATTRIBUTE (10;11)  NUMERIC
@ATTRIBUTE (10;12)  NUMERIC
@ATTRIBUTE (10;13)  NUMERIC
@ATTRIBUTE (10;14)  NUMERIC
@ATTRIBUTE (10;15)  NUMERIC
@ATTRIBUTE (11;0)  NUMERIC
@ATTRIBUTE (11;1)  NUMERIC
@ATTRIBUTE (11;2)  NUMERIC
@ATTRIBUTE (11;3)  NUMERIC
@ATTRIBUTE (11;4)  NUMERIC
@ATTRIBUTE (11;5)  NUMERIC
@ATTRIBUTE (11;6)  NUMERIC
@ATTRIBUTE (11;7)  NUMERIC
@ATTRIBUTE (11;8)  NUMERIC
@ATTRIBUTE (11;9)  NUMERIC
@ATTRIBUTE (11;10)  NUMERIC
@ATTRIBUTE (11;11)  NUMERIC
@ATTRIBUTE (11;12)  NUMERIC
@ATTRIBUTE (11;13)  NUMERIC
@ATTRIBUTE (11;14)  NUMERIC
@ATTRIBUTE (11;15)  NUMERIC
@ATTRIBUTE (12;0)  NUMERIC
@ATTRIBUTE (12;1)  NUMERIC
@ATTRIBUTE (12;2)  NUMERIC
@ATTRIBUTE (12;3)  NUMERIC
@ATTRIBUTE (12;4)  NUMERIC
@ATTRIBUTE (12;5)  NUMERIC
@ATTRIBUTE (12;6)  NUMERIC
@ATTRIBUTE (12;7)  NUMERIC
@ATTRIBUTE (12;8)  NUMERIC
@ATTRIBUTE (12;9)  NUMERIC
@ATTRIBUTE (12;10)  NUMERIC
@ATTRIBUTE (12;11)  NUMERIC
@ATTRIBUTE (12;12)  NUMERIC
@ATTRIBUTE (12;13)  NUMERIC
@ATTRIBUTE (12;14)  NUMERIC
@ATTRIBUTE (12;15)  NUMERIC
@ATTRIBUTE (13;0)  NUMERIC
@ATTRIBUTE (13;1)  NUMERIC
@ATTRIBUTE (13;2)  NUMERIC
@ATTRIBUTE (13;3)  NUMERIC
@ATTRIBUTE (13;4)  NUMERIC
@ATTRIBUTE (13;5)  NUMERIC
@ATTRIBUTE (13;6)  NUMERIC
@ATTRIBUTE (13;7)  NUMERIC
@ATTRIBUTE (13;8)  NUMERIC
@ATTRIBUTE (13;9)  NUMERIC
@ATTRIBUTE (13;10)  NUMERIC
@ATTRIBUTE (13;11)  NUMERIC
@ATTRIBUTE (13;12)  NUMERIC
@ATTRIBUTE (13;13)  NUMERIC
@ATTRIBUTE (13;14)  NUMERIC
@ATTRIBUTE (13;15)  NUMERIC
@ATTRIBUTE (14;0)  NUMERIC
@ATTRIBUTE (14;1)  NUMERIC
@ATTRIBUTE (14;2)  NUMERIC
@ATTRIBUTE (14;3)  NUMERIC
@ATTRIBUTE (14;4)  NUMERIC
@ATTRIBUTE (14;5)  NUMERIC
@ATTRIBUTE (14;6)  NUMERIC
@ATTRIBUTE (14;7)  NUMERIC
@ATTRIBUTE (14;8)  NUMERIC
@ATTRIBUTE (14;9)  NUMERIC
@ATTRIBUTE (14;10)  NUMERIC
@ATTRIBUTE (14;11)  NUMERIC
@ATTRIBUTE (14;12)  NUMERIC
@ATTRIBUTE (14;13)  NUMERIC
@ATTRIBUTE (14;14)  NUMERIC
@ATTRIBUTE (14;15)  NUMERIC
@ATTRIBUTE (15;0)  NUMERIC
@ATTRIBUTE (15;1)  NUMERIC
@ATTRIBUTE (15;2)  NUMERIC
@ATTRIBUTE (15;3)  NUMERIC
@ATTRIBUTE (15;4)  NUMERIC
@ATTRIBUTE (15;5)  NUMERIC
@ATTRIBUTE (15;6)  NUMERIC
@ATTRIBUTE (15;7)  NUMERIC
@ATTRIBUTE (15;8)  NUMERIC
@ATTRIBUTE (15;9)  NUMERIC
@ATTRIBUTE (15;10)  NUMERIC
@ATTRIBUTE (15;11)  NUMERIC
@ATTRIBUTE (15;12)  NUMERIC
@ATTRIBUTE (15;13)  NUMERIC
@ATTRIBUTE (15;14)  NUMERIC
@ATTRIBUTE (15;15)  NUMERIC
@ATTRIBUTE class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}

@DATA
0,0,0,0,0,0,1,10,63,174,239,252,253,253,253,253,0,0,0,0,0,0,6,47,205,469,610,636,638,638,638,638,0,0,0,0,0,3,34,165,483,885,1074,1106,1108,1108,1108,1108,0,0,0,0,2,23,131,419,896,1376,1582,1615,1617,1617,1617,1617,0,0,0,2,20,107,358,808,1383,1891,2100,2133,2135,2135,2135,2135,0,0,1,14,91,319,734,1283,1891,2405,2614,2647,2649,2649,2649,2649,0,0,6,56,252,658,1201,1792,2406,2921,3130,3163,3165,3165,3165,3165,0,1,25,159,523,1086,1697,2301,2916,3431,3641,3676,3680,3681,3681,3681,0,6,74,340,864,1516,2150,2757,3373,3895,4125,4194,4234,4255,4260,4260,1,24,174,591,1222,1908,2547,3157,3790,4363,4687,4885,5056,5159,5187,5189,3,61,331,886,1574,2269,2912,3546,4258,4978,5476,5849,6200,6453,6533,6541,9,122,544,1232,1960,2660,3324,4042,4917,5817,6451,6936,7447,7869,8014,8030,19,201,792,1628,2415,3136,3860,4734,5795,6827,7551,8153,8841,9418,9615,9636,25,260,1003,2019,2937,3747,4592,5661,6905,8074,8940,9722,10582,11256,11477,11500,27,284,1112,2283,3384,4378,5421,6714,8170,9528,10578,11524,12480,13187,13414,13437,27,288,1139,2374,3591,4742,5964,7437,9052,10541,11696,12711,13694,14406,14634,14657,6
0,0,0,2,31,135,295,447,561,627,652,657,657,657,657,657,0,0,0,9,96,363,708,1003,1253,1447,1549,1576,1578,1578,1578,1578,0,0,1,21,182,623,1114,1475,1782,2071,2282,2368,2383,2384,2384,2384,0,0,1,29,256,866,1495,1897,2218,2557,2872,3051,3094,3097,3097,3097,0,0,1,34,314,1081,1864,2322,2665,3077,3532,3814,3885,3890,3890,3890,0,0,1,36,349,1237,2190,2754,3161,3699,4335,4731,4830,4837,4837,4837,0,0,1,37,362,1318,2429,3166,3719,4443,5265,5749,5865,5873,5873,5873,0,0,1,37,365,1351,2577,3517,4291,5226,6195,6727,6849,6857,6857,6857,0,0,1,37,367,1377,2706,3853,4862,5980,7030,7579,7702,7710,7710,7710,0,0,1,38,381,1455,2935,4295,5529,6817,7926,8482,8605,8613,8613,8613,0,0,1,45,435,1640,3299,4826,6242,7710,8905,9478,9602,9610,9610,9610,0,0,3,72,564,1941,3736,5338,6857,8499,9827,10438,10565,10573,10573,10573,0,0,6,119,758,2303,4174,5800,7377,9175,10670,11345,11480,11488,11488,11488,0,0,9,168,955,2656,4608,6290,7955,9919,11595,12350,12499,12508,12508,12508,0,0,11,200,1094,2951,5057,6902,8745,10902,12734,13549,13707,13716,13716,13716,0,0,12,210,1147,3102,5354,7367,9368,11653,13559,14395,14555,14564,14564,14564,8
0,0,0,0,5,34,120,261,419,562,674,732,746,747,747,747,0,0,0,2,30,146,388,694,991,1252,1472,1605,1641,1643,1643,1643,0,0,1,13,102,369,768,1160,1507,1825,2111,2286,2333,2336,2336,2336,0,0,2,36,225,665,1177,1602,1977,2384,2789,3021,3078,3082,3082,3082,0,0,4,64,362,972,1577,2024,2436,2971,3542,3850,3920,3925,3925,3925,0,0,5,80,456,1221,1948,2444,2921,3615,4356,4731,4810,4815,4815,4815,0,0,5,84,496,1374,2257,2870,3478,4355,5234,5651,5734,5739,5739,5739,0,0,5,85,507,1443,2471,3271,4078,5128,6085,6517,6601,6606,6606,6606,0,0,5,85,509,1470,2604,3609,4635,5828,6828,7264,7348,7353,7353,7353,0,0,5,85,513,1509,2763,3976,5215,6553,7603,8046,8130,8135,8135,8135,0,0,5,86,531,1606,3027,4427,5836,7336,8482,8950,9036,9041,9041,9041,0,0,5,95,591,1800,3395,4912,6404,8037,9327,9860,9957,9963,9963,9963,0,0,6,118,712,2100,3850,5434,6966,8702,10166,10818,10945,10953,10953,10953,0,0,7,140,831,2406,4326,6016,7642,9520,11181,11975,12141,12151,12151,12151,0,0,7,148,896,2627,4752,6644,8464,10537,12379,13281,13474,13486,13486,13486,0,0,7,150,917,2727,5005,7078,9065,11272,13204,14146,14348,14361,14361,14361,8
0,0,0,0,0,0,0,0,3,38,147,257,295,299,299,299,0,0,0,0,0,0,0,0,11,109,386,655,745,754,754,754,0,0,0,3,11,15,16,17,49,247,714,1136,1271,1283,1283,1283,0,0,1,18,64,95,102,106,177,518,1187,1743,1913,1927,1927,1927,0,0,4,53,188,291,318,327,447,953,1823,2488,2683,2698,2698,2698,0,1,15,127,405,620,677,692,867,1549,2614,3366,3577,3593,3593,3593,0,2,40,256,718,1071,1167,1191,1427,2290,3535,4352,4571,4587,4587,4587,0,4,69,399,1057,1564,1716,1765,2080,3122,4520,5385,5609,5626,5626,5626,0,5,87,501,1333,2019,2288,2433,2890,4131,5685,6624,6875,6898,6898,6898,0,5,92,541,1475,2315,2755,3085,3754,5227,6988,8077,8403,8444,8445,8445,0,5,93,549,1510,2409,2950,3426,4287,5984,7941,9164,9554,9610,9612,9612,0,5,93,549,1512,2419,2983,3513,4498,6389,8495,9781,10191,10251,10253,10253,0,5,93,549,1512,2419,2985,3532,4602,6671,8916,10242,10656,10716,10718,10718,0,5,93,549,1512,2419,2985,3539,4666,6891,9284,10661,11081,11141,11143,11143,0,5,93,549,1512,2419,2985,3541,4699,7034,9575,11036,11477,11539,11541,11541,0,5,93,549,1512,2419,2985,3542,4709,7089,9727,11282,11756,11822,11824,11824,4
0,0,1,21,108,263,408,502,542,550,551,552,552,552,552,552,0,0,3,62,291,649,956,1157,1259,1286,1296,1307,1311,1311,1311,1311,0,0,6,108,490,1042,1460,1707,1838,1897,1963,2033,2059,2061,2061,2061,0,0,8,146,664,1400,1917,2195,2368,2526,2750,2961,3038,3046,3046,3046,0,0,9,169,787,1703,2356,2713,3007,3350,3773,4123,4247,4261,4261,4261,0,0,9,178,859,1944,2789,3314,3805,4347,4912,5326,5466,5482,5482,5482,0,0,9,181,899,2119,3180,3932,4625,5299,5919,6347,6489,6505,6505,6505,0,0,9,183,929,2266,3543,4523,5371,6105,6737,7166,7308,7324,7324,7324,0,0,9,189,983,2468,3965,5161,6143,6916,7552,7981,8123,8139,8139,8139,0,0,10,210,1096,2760,4446,5832,6975,7811,8456,8885,9027,9043,9043,9043,0,0,14,258,1289,3127,4925,6439,7757,8699,9369,9800,9942,9958,9958,9958,0,0,22,330,1525,3501,5353,6945,8439,9532,10247,10681,10823,10839,10839,10839,0,1,35,421,1782,3873,5762,7417,9083,10354,11133,11574,11716,11732,11732,11732,0,2,47,502,2021,4247,6211,7969,9826,11286,12141,12593,12736,12752,12752,12752,0,2,51,542,2172,4549,6666,8606,10673,12298,13212,13672,13815,13831,13831,13831,0,2,52,552,2222,4687,6938,9044,11261,12975,13914,14376,14519,14535,14535,14535,8
0,0,0,0,0,1,14,76,212,364,468,505,511,511,511,511,0,0,0,0,0,6,60,250,569,861,1032,1088,1097,1097,1097,1097,0,0,0,0,1,27,170,532,1005,1365,1553,1612,1621,1621,1621,1621,0,0,0,0,7,81,367,896,1454,1834,2024,2083,2092,2092,2092,2092,0,0,0,1,26,188,642,1295,1890,2274,2464,2523,2532,2532,2532,2532,0,0,0,5,71,368,988,1717,2325,2710,2900,2959,2968,2968,2968,2968,0,0,1,17,155,618,1381,2155,2767,3152,3342,3401,3410,3410,3410,3410,0,0,2,41,283,921,1795,2597,3213,3600,3791,3850,3859,3859,3859,3859,0,0,4,77,447,1256,2214,3050,3705,4122,4325,4386,4395,4395,4395,4395,0,0,7,122,636,1609,2646,3569,4356,4886,5151,5231,5242,5242,5242,5242,0,0,10,171,833,1959,3076,4117,5071,5758,6157,6302,6326,6327,6327,6327,0,0,13,220,1029,2302,3481,4589,5638,6425,6972,7234,7291,7294,7294,7294,0,0,16,263,1208,2632,3867,4996,6078,6938,7635,8024,8118,8123,8123,8123,0,0,18,290,1338,2917,4243,5422,6571,7555,8410,8888,9002,9008,9008,9008,0,0,18,299,1401,3111,4587,5913,7226,8385,9369,9891,10011,10017,10017,10017,0,0,18,301,1419,3192,4791,6278,7757,9043,10088,10624,10745,10751,10751,10751,6
0,1,17,78,186,320,460,563,598,602,602,604,608,610,610,610,0,6,67,260,521,774,1009,1174,1230,1237,1240,1262,1304,1324,1327,1327,0,14,138,486,872,1177,1435,1612,1672,1681,1701,1793,1950,2024,2035,2035,0,19,193,682,1201,1560,1829,2008,2070,2092,2168,2389,2690,2823,2842,2842,0,21,220,807,1480,1953,2267,2457,2534,2614,2819,3199,3605,3769,3791,3791,0,21,227,858,1649,2276,2702,2948,3093,3306,3672,4165,4614,4786,4809,4809,0,21,228,869,1708,2449,3030,3420,3719,4092,4567,5103,5561,5734,5757,5757,0,21,228,870,1720,2518,3242,3831,4326,4818,5335,5879,6338,6511,6534,6534,0,21,228,870,1728,2581,3446,4220,4905,5503,6045,6591,7050,7223,7246,7246,0,21,228,872,1755,2697,3690,4582,5425,6158,6741,7290,7749,7922,7945,7945,0,21,228,880,1815,2873,3951,4901,5868,6749,7383,7935,8394,8567,8590,8590,0,21,229,900,1913,3083,4211,5202,6287,7306,7987,8542,9001,9174,9197,9197,0,21,231,930,2032,3288,4454,5511,6736,7869,8582,9139,9598,9771,9794,9794,0,21,233,962,2155,3497,4730,5904,7272,8475,9201,9759,10218,10391,10414,10414,0,21,234,986,2265,3736,5104,6425,7893,9126,9855,10413,10872,11045,11068,11068,0,21,235,997,2328,3918,5423,6844,8352,9592,10321,10879,11338,11511,11534,11534,8
0,0,0,0,0,4,48,181,309,351,355,355,355,355,355,355,0,0,0,0,0,9,111,421,732,844,858,858,858,858,858,858,0,0,0,0,0,17,188,689,1202,1405,1436,1437,1437,1437,1437,1437,0,0,0,0,1,31,282,983,1705,2009,2061,2063,2063,2063,2063,2063,0,0,0,0,2,46,381,1284,2216,2622,2695,2698,2698,2698,2698,2698,0,0,0,0,3,60,475,1579,2720,3227,3321,3325,3325,3325,3325,3325,0,0,0,0,4,75,573,1879,3226,3827,3939,3944,3944,3944,3944,3944,0,0,0,0,5,92,679,2189,3740,4430,4558,4564,4564,4564,4564,4564,0,0,0,0,6,109,784,2498,4252,5028,5171,5178,5178,5178,5178,5178,0,0,0,0,7,125,886,2802,4755,5609,5764,5772,5772,5772,5772,5772,0,0,0,0,8,144,998,3118,5266,6190,6354,6362,6362,6362,6362,6362,0,0,0,0,9,166,1122,3450,5794,6789,6962,6970,6970,6970,6970,6970,0,0,0,0,10,189,1248,3785,6328,7399,7583,7592,7592,7592,7592,7592,0,0,0,0,11,207,1355,4092,6831,7978,8173,8183,8183,8183,8183,8183,0,0,0,0,11,214,1419,4321,7245,8472,8680,8691,8691,8691,8691,8691,0,0,0,0,11,216,1448,4449,7511,8812,9035,9047,9047,9047,9047,9047,1
0,0,0,4,24,84,193,340,504,644,731,768,776,777,777,777,0,0,4,34,138,350,644,984,1345,1684,1952,2102,2142,2146,2146,2146,0,2,27,141,403,785,1218,1667,2130,2611,3081,3403,3504,3516,3516,3516,0,11,94,354,770,1240,1716,2190,2677,3229,3875,4384,4561,4584,4585,4585,1,32,210,636,1158,1658,2139,2615,3107,3709,4520,5217,5472,5507,5509,5509,2,52,318,887,1480,1993,2475,2951,3448,4106,5090,5973,6302,6348,6351,6351,2,59,366,1011,1640,2158,2640,3117,3626,4362,5531,6585,6973,7026,7029,7029,2,60,375,1038,1676,2195,2677,3157,3696,4549,5906,7091,7515,7571,7574,7574,2,60,375,1039,1678,2197,2681,3176,3785,4795,6315,7575,8014,8071,8074,8074,2,60,375,1039,1678,2200,2700,3256,3997,5164,6781,8069,8511,8568,8571,8571,2,60,376,1043,1686,2227,2795,3483,4373,5635,7285,8579,9021,9078,9081,9081,2,62,392,1097,1793,2416,3130,3977,4961,6255,7911,9206,9648,9705,9708,9708,2,71,455,1292,2159,2972,3891,4893,5952,7274,8940,10239,10683,10741,10744,10744,3,86,541,1536,2601,3624,4764,5968,7182,8608,10341,11688,12167,12243,12250,12250,3,91,576,1644,2809,3950,5241,6625,8028,9635,11536,13034,13632,13768,13789,13790,3,91,580,1661,2847,4016,5351,6803,8307,10038,12086,13741,14469,14670,14705,14707,2
41,151,306,468,615,743,825,848,849,849,849,849,849,849,850,851,124,412,759,1078,1360,1610,1776,1823,1826,1826,1826,1826,1827,1833,1847,1858,204,668,1177,1581,1910,2198,2390,2445,2449,2449,2449,2452,2466,2514,2596,2652,251,853,1531,2043,2414,2713,2908,2964,2968,2970,2979,3010,3093,3271,3503,3642,268,942,1766,2443,2926,3269,3473,3531,3540,3563,3629,3770,4016,4374,4750,4954,271,965,1858,2673,3319,3775,4024,4100,4147,4261,4480,4803,5217,5694,6131,6355,271,967,1876,2750,3521,4134,4502,4663,4832,5122,5525,5990,6482,6993,7441,7667,271,967,1878,2765,3591,4337,4892,5241,5600,6057,6569,7085,7593,8108,8557,8783,271,967,1879,2774,3643,4515,5277,5848,6386,6934,7478,8002,8511,9026,9475,9701,271,967,1884,2813,3782,4815,5757,6520,7230,7849,8405,8930,9439,9954,10403,10629,271,969,1908,2926,4052,5224,6260,7154,8035,8741,9314,9840,10349,10864,11313,11539,271,975,1965,3124,4395,5637,6719,7729,8777,9566,10154,10681,11190,11705,12154,12380,272,989,2054,3367,4737,6020,7176,8340,9541,10387,10982,11509,12018,12533,12982,13208,273,1004,2147,3609,5074,6441,7740,9072,10377,11250,11847,12374,12883,13398,13847,14073,273,1011,2210,3811,5425,6954,8419,9865,11212,12092,12689,13216,13725,14240,14689,14915,273,1013,2238,3931,5689,7361,8921,10407,11763,12644,13241,13768,14277,14792,15241,15467,8
0,0,0,0,0,2,22,98,234,367,429,441,442,442,442,442,0,0,0,0,2,17,101,340,696,1035,1215,1256,1259,1259,1259,1259,0,0,0,2,19,93,314,772,1371,1919,2216,2286,2291,2291,2291,2291,0,0,1,15,90,309,743,1444,2269,2970,3329,3411,3417,3417,3417,3417,0,1,11,73,276,706,1384,2317,3315,4097,4476,4560,4566,4566,4566,4566,0,6,53,236,643,1314,2222,3328,4413,5220,5603,5687,5693,5693,5693,5693,1,26,161,534,1181,2082,3160,4351,5461,6272,6655,6739,6745,6745,6745,6745,10,89,376,977,1860,2940,4103,5319,6435,7249,7636,7724,7734,7737,7738,7738,39,230,723,1564,2650,3840,5046,6295,7449,8311,8754,8900,8965,9011,9032,9037,97,456,1184,2253,3489,4750,6032,7401,8698,9726,10355,10692,10941,11139,11247,11277,185,745,1719,2999,4351,5712,7159,8742,10268,11535,12411,12997,13492,13919,14196,14290,288,1061,2284,3781,5287,6828,8505,10338,12117,13638,14769,15610,16359,17035,17518,17709,398,1386,2860,4600,6333,8113,10042,12130,14164,15940,17326,18421,19421,20336,21004,21278,496,1686,3407,5400,7386,9420,11604,13947,16235,18264,19901,21235,22447,23536,24310,24620,549,1883,3815,6044,8277,10562,12997,15587,18111,20367,22217,23724,25046,26195,26996,27313,564,1957,4009,6397,8816,11296,13926,16701,19384,21778,23741,25317,26667,27824,28627,28944,6
